requirementId,sourceDocument,sourceLocation,sourceType,module,navigationFamily,canonicalRoute,sectionDeepLink,screenWorkspace,capability,businessPurpose,visibleControlAction,workflowStateTransition,dataEntityFields,rolePermission,clinicTenantScope,sourceSystemOwner,privacySensitivityClass,crossModuleContracts,currentProductionCodePath,currentServicePath,currentEvidence,uiImplementationStatus,domainImplementationStatus,crossModuleIntegrationStatus,evidenceAcceptanceStatus,productionStatus,prototypeDisposition,dispositionReason,targetProgrammeWave,acceptanceTestEvidencePath,finalDesignReferenceOrPattern
bppattern_ed911104bf2e,public/pulse-html-prototype.html,,blueprint,M14,,,,,Blueprint pattern,"""SLA countdown""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P4,docs/architecture/prototype-parity/,M02 master-detail queue
bppattern_d53c09f1c3c9,public/pulse-html-prototype.html,,blueprint,M14,,,,,Blueprint pattern,"""Master duplicate record""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P4,docs/architecture/prototype-parity/,M02 master-detail queue
bppattern_5970fd43105d,public/pulse-html-prototype.html,,blueprint,M14,,,,,Blueprint pattern,"""Closure evidence""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P4,docs/architecture/prototype-parity/,M02 master-detail queue
bp_351b364edeac,public/pulse-html-prototype.html,,blueprint,M15,Assets & Facilities,inventory,,,"Blueprint: Inventory, Suppliers, Finance & Assets","Stock, suppliers, invoices, assets, equipment, printers, service and recall control.",,,,,clinic-scoped-unless-stated,"Stock, supplier, purchase, supplier invoice, equipment, rooms, printers, assets",operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Platform module blueprint,P5,docs/architecture/prototype-parity/,M15 inventory/asset
bpmetric_d87bd9d67964,public/pulse-html-prototype.html,,blueprint,M15,,,,,Blueprint metric,"[""Critical Stockouts"", ""0"", ""Target state""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P5,docs/architecture/prototype-parity/,
bpmetric_4f7cc360947c,public/pulse-html-prototype.html,,blueprint,M15,,,,,Blueprint metric,"[""Low Stock Items"", ""12"", ""Below PAR""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P5,docs/architecture/prototype-parity/,
bpmetric_9b9ac2e57773,public/pulse-html-prototype.html,,blueprint,M15,,,,,Blueprint metric,"[""Service Overdue"", ""3"", ""Critical assets""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P5,docs/architecture/prototype-parity/,
bpmetric_f102be73cf2f,public/pulse-html-prototype.html,,blueprint,M15,,,,,Blueprint metric,"[""Supplier Reviews Due"", ""5"", ""Within 60 days""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P5,docs/architecture/prototype-parity/,
bppattern_0d06eac06397,public/pulse-html-prototype.html,,blueprint,M15,,,,,Blueprint pattern,"""PAR-driven replenishment""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P5,docs/architecture/prototype-parity/,M15 inventory/asset
bppattern_f87d81aa59ae,public/pulse-html-prototype.html,,blueprint,M15,,,,,Blueprint pattern,"""Batch and recall traceability""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P5,docs/architecture/prototype-parity/,M15 inventory/asset
bppattern_cdfe47873fa3,public/pulse-html-prototype.html,,blueprint,M15,,,,,Blueprint pattern,"""Asset accountability""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P5,docs/architecture/prototype-parity/,M15 inventory/asset
bppattern_8daff3b99298,public/pulse-html-prototype.html,,blueprint,M15,,,,,Blueprint pattern,"""Supplier due diligence""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P5,docs/architecture/prototype-parity/,M15 inventory/asset
bp_0611150e32b4,public/pulse-html-prototype.html,,blueprint,M16,Operations,incidents,,,"Blueprint: Incidents, Complaints, Risk & Continuity","Confidential reporting, triage, investigation, RCA/CAPA, enterprise risk and continuity.",,,,,clinic-scoped-unless-stated,"Operational incident, complaint classification, risk, continuity, emergency coordination",operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Platform module blueprint,P5,docs/architecture/prototype-parity/,M12 governance/audit
bpmetric_c00f62ae1e95,public/pulse-html-prototype.html,,blueprint,M16,,,,,Blueprint metric,"[""Open Incidents"", ""9"", ""Two high risk""]",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P5,docs/architecture/prototype-parity/,
bpmetric_979671843b5a,public/pulse-html-prototype.html,,blueprint,M16,,,,,Blueprint metric,"[""CAPA Overdue"", ""4"", ""Effectiveness pending""]",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P5,docs/architecture/prototype-parity/,
bpmetric_c899b3149509,public/pulse-html-prototype.html,,blueprint,M16,,,,,Blueprint metric,"[""Continuity Exercises"", ""2"", ""Due this quarter""]",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P5,docs/architecture/prototype-parity/,
bpmetric_be0baa0a5104,public/pulse-html-prototype.html,,blueprint,M16,,,,,Blueprint metric,"[""Risk Controls Effective"", ""88%"", ""Current review""]",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P5,docs/architecture/prototype-parity/,
bppattern_5cd21c27f266,public/pulse-html-prototype.html,,blueprint,M16,,,,,Blueprint pattern,"""Just culture reporting""",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P5,docs/architecture/prototype-parity/,M12 governance/audit
bppattern_b0c94b62b2d1,public/pulse-html-prototype.html,,blueprint,M16,,,,,Blueprint pattern,"""Severity-based triage""",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P5,docs/architecture/prototype-parity/,M12 governance/audit
bppattern_836e26c858e9,public/pulse-html-prototype.html,,blueprint,M16,,,,,Blueprint pattern,"""RCA/CAPA effectiveness""",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P5,docs/architecture/prototype-parity/,M12 governance/audit
bppattern_20a58eeb052f,public/pulse-html-prototype.html,,blueprint,M16,,,,,Blueprint pattern,"""Scenario continuity""",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P5,docs/architecture/prototype-parity/,M12 governance/audit
bp_85788348c9b3,public/pulse-html-prototype.html,,blueprint,M17,Communications,email,,,Blueprint: Email & SMS Communications,"Approved campaigns, emergency communication, audience governance, consent and delivery.",,,,,clinic-scoped-unless-stated,Governed outbound communications and delivery status,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Platform module blueprint,P7,docs/architecture/prototype-parity/,M02 queue + delivery status
bpmetric_d2f4597a5ebc,public/pulse-html-prototype.html,,blueprint,M17,,,,,Blueprint metric,"[""Scheduled Messages"", ""6"", ""Approved queue""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P7,docs/architecture/prototype-parity/,
bpmetric_99b78e5bb2b5,public/pulse-html-prototype.html,,blueprint,M17,,,,,Blueprint metric,"[""Delivery Rate"", ""98.6%"", ""Last 30 days""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P7,docs/architecture/prototype-parity/,
bpmetric_55860d488213,public/pulse-html-prototype.html,,blueprint,M17,,,,,Blueprint metric,"[""Permanent Failures"", ""11"", ""Requires source correction""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P7,docs/architecture/prototype-parity/,
bpmetric_bff1c394a00e,public/pulse-html-prototype.html,,blueprint,M17,,,,,Blueprint metric,"[""Approvals Pending"", ""3"", ""Exact content and audience""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P7,docs/architecture/prototype-parity/,
bppattern_5757dc3e94b1,public/pulse-html-prototype.html,,blueprint,M17,,,,,Blueprint pattern,"""Exact-version approval""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P7,docs/architecture/prototype-parity/,M02 queue + delivery status
bppattern_ebc2d0705a3c,public/pulse-html-prototype.html,,blueprint,M17,,,,,Blueprint pattern,"""Consent suppression""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P7,docs/architecture/prototype-parity/,M02 queue + delivery status
bppattern_06d3816118f3,public/pulse-html-prototype.html,,blueprint,M17,,,,,Blueprint pattern,"""Delivery exception queue""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P7,docs/architecture/prototype-parity/,M02 queue + delivery status
bppattern_d1dcc9f04d8e,public/pulse-html-prototype.html,,blueprint,M17,,,,,Blueprint pattern,"""Event-linked emergency updates""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P7,docs/architecture/prototype-parity/,M02 queue + delivery status
bp_e75bcd932c20,public/pulse-html-prototype.html,,blueprint,M18,Security & Access,website,,,Blueprint: Digital Operations & Security,"Digital availability, remote support, privileged access, secrets, cameras and review.",,,,,clinic-scoped-unless-stated,"Digital monitoring, privileged access, secrets, security operations",operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Platform module blueprint,P7,docs/architecture/prototype-parity/,M06 live-operations
bpmetric_7be1eb7f7f84,public/pulse-html-prototype.html,,blueprint,M18,,,,,Blueprint metric,"[""Critical Outages"", ""0"", ""Current state""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P7,docs/architecture/prototype-parity/,
bpmetric_6974c3029c6f,public/pulse-html-prototype.html,,blueprint,M18,,,,,Blueprint metric,"[""Remote Sessions Active"", ""2"", ""Approved and timed""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P7,docs/architecture/prototype-parity/,
bpmetric_c877e7ce5ff1,public/pulse-html-prototype.html,,blueprint,M18,,,,,Blueprint metric,"[""Credential Rotations Due"", ""4"", ""Within 30 days""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P7,docs/architecture/prototype-parity/,
bpmetric_02b0cab96c91,public/pulse-html-prototype.html,,blueprint,M18,,,,,Blueprint metric,"[""Camera Health"", ""97%"", ""One device offline""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P7,docs/architecture/prototype-parity/,
bppattern_4db031b3e97e,public/pulse-html-prototype.html,,blueprint,M18,,,,,Blueprint pattern,"""Time-limited access""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P7,docs/architecture/prototype-parity/,M06 live-operations
bppattern_4c048a9314a1,public/pulse-html-prototype.html,,blueprint,M18,,,,,Blueprint pattern,"""Break-glass review""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P7,docs/architecture/prototype-parity/,M06 live-operations
bppattern_00544aec59fc,public/pulse-html-prototype.html,,blueprint,M18,,,,,Blueprint pattern,"""Secret reveal audit""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P7,docs/architecture/prototype-parity/,M06 live-operations
bppattern_c4f7f6d958fd,public/pulse-html-prototype.html,,blueprint,M18,,,,,Blueprint pattern,"""Privacy-scoped footage""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P7,docs/architecture/prototype-parity/,M06 live-operations
bp_8985cb56a763,public/pulse-html-prototype.html,,blueprint,M19,Executive Command Centre,analytics,,,"Blueprint: Clinic Analytics, Data Quality & Change","Trusted operational insight, all-clinic benchmarking, data correction and governed change.",,,,,clinic-scoped-unless-stated,"Metric definitions, data-quality cases, change governance",operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Platform module blueprint,P7,docs/architecture/prototype-parity/,M01 dashboard + data-quality cases
bpmetric_7f86bd8feea8,public/pulse-html-prototype.html,,blueprint,M19,,,,,Blueprint metric,"[""Data Completeness"", ""96%"", ""All active clinics""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P7,docs/architecture/prototype-parity/,
bpmetric_200766c1743b,public/pulse-html-prototype.html,,blueprint,M19,,,,,Blueprint metric,"[""Critical Data Issues"", ""5"", ""Affect downstream work""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P7,docs/architecture/prototype-parity/,
bpmetric_a03e2a7ca25e,public/pulse-html-prototype.html,,blueprint,M19,,,,,Blueprint metric,"[""Changes At Risk"", ""2"", ""Readiness incomplete""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P7,docs/architecture/prototype-parity/,
bpmetric_87da32be38f1,public/pulse-html-prototype.html,,blueprint,M19,,,,,Blueprint metric,"[""Benefits Realised"", ""82%"", ""Closed changes""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P7,docs/architecture/prototype-parity/,
bppattern_6f0e827441aa,public/pulse-html-prototype.html,,blueprint,M19,,,,,Blueprint pattern,"""Metric definitions""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P7,docs/architecture/prototype-parity/,M01 dashboard + data-quality cases
bppattern_b275a0c627b1,public/pulse-html-prototype.html,,blueprint,M19,,,,,Blueprint pattern,"""Contributing-record drill-down""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P7,docs/architecture/prototype-parity/,M01 dashboard + data-quality cases
bppattern_56fe72e9f48e,public/pulse-html-prototype.html,,blueprint,M19,,,,,Blueprint pattern,"""Owned data quality""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P7,docs/architecture/prototype-parity/,M01 dashboard + data-quality cases
bppattern_da870bd5c4e0,public/pulse-html-prototype.html,,blueprint,M19,,,,,Blueprint pattern,"""Rollback and benefits review""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P7,docs/architecture/prototype-parity/,M01 dashboard + data-quality cases
bp_b36864ad2548,public/pulse-html-prototype.html,,blueprint,M20,Organisation & Tenant,saas,,,Blueprint: Commercial SaaS & Organisation Workspaces,"Tenant onboarding, plan governance, support access, usage, billing, renewal and offboarding.",,,,,clinic-scoped-unless-stated,Tenant-facing commercial plans/workspaces,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Platform module blueprint,P8,docs/architecture/prototype-parity/,M04/M02 commercial workspaces
bpmetric_5d6a17f0fc88,public/pulse-html-prototype.html,,blueprint,M20,,,,,Blueprint metric,"[""Active Tenants"", ""18"", ""Commercial portfolio""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P8,docs/architecture/prototype-parity/,
bpmetric_a3af798ed0fa,public/pulse-html-prototype.html,,blueprint,M20,,,,,Blueprint metric,"[""Onboarding"", ""3"", ""In progress""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P8,docs/architecture/prototype-parity/,
bpmetric_e8863000b8b0,public/pulse-html-prototype.html,,blueprint,M20,,,,,Blueprint metric,"[""Renewals Due"", ""4"", ""Within 90 days""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P8,docs/architecture/prototype-parity/,
bpmetric_b5e390145216,public/pulse-html-prototype.html,,blueprint,M20,,,,,Blueprint metric,"[""Support Access Active"", ""1"", ""Time-limited""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P8,docs/architecture/prototype-parity/,
bppattern_e67de8bbde50,public/pulse-html-prototype.html,,blueprint,M20,,,,,Blueprint pattern,"""Tenant separation""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P8,docs/architecture/prototype-parity/,M04/M02 commercial workspaces
bppattern_0ac51cadc59a,public/pulse-html-prototype.html,,blueprint,M20,,,,,Blueprint pattern,"""Entitlement clarity""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P8,docs/architecture/prototype-parity/,M04/M02 commercial workspaces
bppattern_2c6545e6cf1c,public/pulse-html-prototype.html,,blueprint,M20,,,,,Blueprint pattern,"""Approved support access""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P8,docs/architecture/prototype-parity/,M04/M02 commercial workspaces
bppattern_f4269dc8e147,public/pulse-html-prototype.html,,blueprint,M20,,,,,Blueprint pattern,"""Controlled offboarding""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P8,docs/architecture/prototype-parity/,M04/M02 commercial workspaces
bp_6e5189a4a0cc,public/pulse-html-prototype.html,,blueprint,M21,SaaS Vendor Administration,vendorConsole,,,Blueprint: SaaS Vendor Operations & Tenant Provisioning,"Vendor-level provisioning, entitlement, service status and support governance outside tenant operations.",,,,,clinic-scoped-unless-stated,Vendor-level provisioning and portfolio operations,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Platform module blueprint,P8,docs/architecture/prototype-parity/,M04/M02 vendor portfolio
bpmetric_bf7e4bc7efb8,public/pulse-html-prototype.html,,blueprint,M21,,,,,Blueprint metric,"[""Provisioning Pending"", ""2"", ""Awaiting activation""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P8,docs/architecture/prototype-parity/,
bpmetric_77e3cf142467,public/pulse-html-prototype.html,,blueprint,M21,,,,,Blueprint metric,"[""Portfolio Availability"", ""99.97%"", ""Current month""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P8,docs/architecture/prototype-parity/,
